pais,wind_speed950mb,wind_direct950mb,wind_direct900mb,wind_direct850mb,wind_direct800mb,wind_direct750mb,wind_direct700mb,wind_direct650mb,wind_direct600mb,wind_direct550mb,wind_direct500mb,wind_direct450mb,wind_direct400mb,wind_direct350mb,wind_direct300mb,wind_direct250mb,wind_direct200mb,rh_new950mb,rh_new900mb,rh_new850mb,rh_new800mb,rh_new750mb,rh_new700mb,rh_new650mb,rh_new600mb,rh_new550mb,rh_new500mb,rh_new450mb,rh_new400mb,rh_new350mb,rh_new300mb,rh_new250mb,rh_new200mb,timepoint,cloudcover,highcloud,midcloud,lowcloud,temp2m,lifted_index,rh2m,msl_pressure,prec_amount,snow_depth,wind10m.speed
usa,2.875,234.6875,265.546875,301.328125,313.203125,287.265625,305.625,291.328125,294.453125,293.125,293.4375,292.96875,288.4375,292.96875,284.375,274.140625,304.6875,4.375,5.140625,5.65625,4.71875,3.1875,2.59375,2.296875,2.1875,2.9375,4.0,4.578125,4.921875,5.3125,6.140625,7.296875,5.984375,97.5,4.59375,-9999.0,-9999.0,-9999.0,12.8125,12.328125,4.28125,1019.5625,0.484375,0.0,2.671875
