,case_number,year,type,country,age,species_,month,fatal,sex,species_shark,edad_ataques
1306,1976.10.18,1976.0,Unprovoked,usa,25.0,"White shark, 3 m to 4 m [10' to 13'] ",Oct,N,M,White,joven
1307,1976.10.06,1976.0,Unprovoked,south africa,20.0,"White shark, 3.5 m [11.5'], species identity confirmed by tooth fragment",Oct,N,M,White,joven
1308,1976.09.06,1976.0,Unprovoked,usa,15.0,"Tiger shark, 6' ",Sep,N,M,Tiger,joven
1309,1976.08.24,1976.0,Unprovoked,usa,19.0,"White shark, 4.5 m ",Aug,N,M,White,joven
1310,1976.06.23,1976.0,Unprovoked,usa,17.0,12' to 14' shark,Jun,N,M,Unspecified,joven
1311,1975.12.06,1975.0,Unprovoked,usa,27.0,White shark,Dec,N,M,White,joven
1312,1975.11.19.a,1975.0,Unprovoked,south africa,33.0,Juvenile dusky shark,Nov,N,M,Unspecified,adulto
1313,1975.08.17,1975.0,Unprovoked,south africa,19.0,"White shark, 2.4 m [8']",Aug,N,M,White,joven
1314,1975.08.12,1975.0,Unprovoked,usa,20.0,1.5 m [5'] shark,Aug,N,M,Unspecified,joven
1315,1975.08.09,1975.0,Unprovoked,usa,44.0,White shark,Aug,N,M,White,adulto
1316,1975.07.30.a,1975.0,Unprovoked,australia,37.0,White shark,Jul,Y,M,White,adulto
1317,1975.07.23,1975.0,Unprovoked,usa,23.0,"White shark, 5.8 m [19'] ",Jul,N,M,White,joven
1318,1975.07.19,1975.0,Unprovoked,usa,34.0,"White shark, 5m to 6m",Jul,N,M,White,adulto
1319,1975.07.15,1975.0,Unprovoked,usa,14.0,1.2 m [4'] shark,Jul,N,F,Unspecified,joven
1320,1975.06.23.b,1975.0,Unprovoked,usa,18.0,4' shark,Jun,N,M,Unspecified,joven
1321,1975.02.23,1975.0,Unprovoked,south africa,16.0,1.5 m [5'] shark,Feb,N,M,Unspecified,joven
1322,1975.02.10,1975.0,Unprovoked,australia,12.0,"White shark, 3 m [10'] ",Feb,Y,M,White,joven
1323,1974.09.28,1974.0,Unprovoked,usa,17.0,"White shark, 5.5 m to 6 m [18' to 20'] ",Sep,N,M,White,joven
1324,1974.09.14,1974.0,Unprovoked,usa,29.0,"White shark, 4 m to 5 m ",Sep,N,M,White,joven
1325,1974.09.07,1974.0,Unprovoked,israel,20.0,"Shortfin mako shark, 2.3 m [7.5'] ",Sep,N,F,Unspecified,joven
1326,1974.09.02.b,1974.0,Unprovoked,usa,41.0,"White shark, 5 m to 6 m [16.5 to 20'] ",Sep,N,M,White,adulto
1327,1974.09.02.a,1974.0,Unprovoked,usa,48.0,"White shark, 5 m to 6 m [16.5 to 20'] ",Sep,N,M,White,adulto
1328,1974.09.00,1974.0,Unprovoked,usa,24.0,"White shark, 4.5 m ",Sep,N,M,White,joven
1329,1974.05.26,1974.0,Unprovoked,usa,45.0,"White shark, 5 m [16.5']",May,N,M,White,adulto
1330,1974.04.20,1974.0,Unprovoked,south africa,22.0,"Raggedtooth shark, 1.5 m [5'] ",Apr,N,M,Unspecified,joven
1331,1974.04.04,1974.0,Unprovoked,south africa,17.0,Juvenile dusky shark,Apr,N,M,Unspecified,joven
1332,1974.03.21,1974.0,Unprovoked,south africa,21.0,1.8 m [6'] shark,Mar,N,M,Unspecified,joven
1333,1974.01.07.c,1974.0,Unprovoked,south africa,33.0,2 m to 2.5 m [6.75'  to 8.25'] shark,Jan,N,M,Unspecified,adulto
1334,1973.09.14,1973.0,Unprovoked,bahamas,11.0,7' to 8' bull shark,Sep,N,M,Bull,joven
1335,1973.09.09,1973.0,Unprovoked,mexico,37.0,White shark,Sep,Y,M,White,adulto
1336,1973.03.00,1973.0,Unprovoked,south africa,26.0,"2 m shark, possibly a dusky or blacktip shark",Mar,N,M,Unspecified,joven
1337,1972.12.26,1972.0,Unprovoked,mozambique,25.0,2 m to 3 m shark,Dec,N,M,Unspecified,joven
1338,1972.06.10,1972.0,Unprovoked,usa,22.0,4.5' shark,Jun,N,M,Unspecified,joven
1339,1972.05.28,1972.0,Unprovoked,usa,32.0,"White shark, 4.4 m to 5 m [14.5' to 16.5'] ",May,N,M,White,adulto
1340,1972.02.20,1972.0,Unprovoked,australia,18.0,7' shark,Feb,N,M,Unspecified,joven
1341,1972.01.01.b,1972.0,Unprovoked,south africa,30.0,Zambesi shark,Jan,N,F,Unspecified,joven
1342,1972.01.01.a,1972.0,Unprovoked,mozambique,24.0,"White shark, 2.5 m [8.25'] ",Jan,N,M,White,joven
1343,1971.12.16,1971.0,Unprovoked,south africa,16.0,"White shark, 3 m [10']rk",Dec,N,F,White,joven
1344,1971.10.23,1971.0,Unprovoked,usa,18.0,5' to 6' shark,Oct,N,M,Unspecified,joven
1345,1971.10.14,1971.0,Unprovoked,south africa,25.0,1.5 m to 2 m shark,Oct,N,M,Unspecified,joven
1346,1971.10.02,1971.0,Unprovoked,usa,30.0,"White shark, 5 m to 6 m [16.5' to 20']  ",Oct,N,M,White,joven
1347,1971.09.07,1971.0,Unprovoked,croatia,34.0,White shark,Sep,Y,M,White,adulto
1348,1971.08.21,1971.0,Provoked,australia,26.0,"Grey nurse shark, 11'",Aug,N,M,Grey,joven
1349,1971.06.30,1971.0,Unprovoked,south africa,21.0,"White shark, 3 m [10'], species identity confirmed by witnesses & tooth pattern in leg & board ",Jun,N,M,White,joven
1350,1971.04.11,1971.0,Unprovoked,south africa,,White shark according to tooth pattern and witnesses,Apr,Y,M,White,
1351,1971.03.30,1971.0,Unprovoked,new zealand,16.0,"White shark, 4.6 m [15'] ",Mar,N,M,White,joven
1352,1970.09.28,1970.0,Unprovoked,micronesia,43.0,1.8 to 2 m C. albimarginatus,Sep,N,M,Unspecified,adulto
1353,1970.06.15,1970.0,Provoked,south africa,25.0,"Raggedtooth shark, 2 m [6'9""], 5-year-old, captive female ",Jun,N,M,Unspecified,joven
1354,1969.09.06,1969.0,Unprovoked,usa,53.0,"White shark, 4.3 m 4.9 m [14' to 16'] ",Sep,N,M,White,adulto
1355,1969.08.01,1969.0,Unprovoked,usa,13.0,4' shark,Aug,N,M,Unspecified,joven
1356,1969.05.24,1969.0,Provoked,usa,23.0,Nurse shark,May,N,M,Unspecified,joven
1357,1969.03.09,1969.0,Unprovoked,usa,16.0,"White shark, identified by tooth fragments in surfboard",Mar,N,M,White,joven
1358,1969.02.17.R,1969.0,Provoked,australia,49.0,7-gill shark,Feb,N,M,Unspecified,adulto
1359,1968.12.26,1968.0,Provoked,australia,27.0,"Grey nurse shark, 10' ",Dec,N,M,Grey,joven
1360,1968.12.25,1968.0,Unprovoked,new zealand,17.0,White shark,Dec,N,M,White,joven
1361,1968.09.15,1968.0,Unprovoked,new zealand,24.0,"White shark, 4.3 m [14'], (tooth fragment recovered)",Sep,Y,M,White,joven
1362,1968.08.08,1968.0,Unprovoked,columbia,18.0,2 m shark,Aug,N,M,Unspecified,joven
1363,1968.07.27,1968.0,Unprovoked,usa,25.0,"White shark, 4 m [13'] ",Jul,N,M,White,joven
1364,1968.07.16,1968.0,Unprovoked,usa,33.0,4m [13'] shark,Jul,N,M,Unspecified,adulto
1365,1968.04.29,1968.0,Invalid,usa,63.0,Shark involvement not confirmed,Apr,,M,Unspecified,mayor
1366,1968.03.25,1968.0,Unprovoked,south africa,35.0,1.5 m to 1.8m [5' to 6'] shark,Mar,N,M,Unspecified,adulto
1367,1968.03.00,1968.0,Invalid,usa,28.0,Invalid,Mar,,M,Unspecified,joven
1368,1968.02.04,1968.0,Unprovoked,australia,26.0,"Bronze whaler shark, 3 m [10'] ",Feb,N,M,Unspecified,joven
1369,1967.12.30,1967.0,Unprovoked,south africa,22.0,1.5 m to 1.8 m [5' to 6'] shark,Dec,N,M,Unspecified,joven
1370,1967.10.17,1967.0,Unprovoked,usa,19.0,small blacktip shark,Oct,N,M,Unspecified,joven
1371,1967.08.27,1967.0,Provoked,usa,24.0,5' blue shark,Aug,N,M,Unspecified,joven
1372,1967.08.19,1967.0,Unprovoked,australia,23.0,White shark,Aug,Y,M,White,joven
1373,1967.08.10,1967.0,Invalid,australia,,Shark involvement prior to death was not confirmed,Aug,,M,Unspecified,
1374,1967.08.07,1967.0,Unprovoked,usa,15.0,"Nurse shark, 106 cm, 28-lb, male ",Aug,N,M,Unspecified,joven
1375,1967.08.00.b,1967.0,Unprovoked,bahamas,41.0,1.5 m to 1.8 m [5' to 6'] sandbar shark,Aug,N,M,Unspecified,adulto
1376,1967.06.13,1967.0,Provoked,usa,26.0,"Nurse shark, 1 m ",Jun,N,M,Unspecified,joven
1377,1967.03.19,1967.0,Unprovoked,south africa,32.0,"White shark, 3 m [10'] ",Mar,N,M,White,adulto
1378,1967.03.12,1967.0,Provoked,australia,36.0,Grey nurse shark,Mar,N,M,Grey,adulto
1379,1967.03.09,1967.0,Unprovoked,new zealand,21.0,Thought to involve a white shark,Mar,Y,M,White,joven
1380,1966.10.30,1966.0,Unprovoked,papua new guinea,13.0,3.7 m [12'] shark,Oct,Y,F,Unspecified,joven
1381,1966.10.29,1966.0,Unprovoked,papua new guinea,8.0,3.7 m [12'] shark,Oct,Y,F,Unspecified,joven
1382,1966.09.27,1966.0,Unprovoked,australia,32.0,"Bronze whaler shark, 2.1 m [7'], a tooth was embedded in the speargun ",Sep,N,M,Unspecified,adulto
1383,1966.09.10,1966.0,Unprovoked,australia,43.0,"Mako shark, 1.9 m [6.5'] ",Sep,N,M,Unspecified,adulto
1384,1966.08.21.b,1966.0,Unprovoked,new britain,13.0,A pack of 6 sharks,Aug,Y,F,Unspecified,joven
1385,1966.08.21.a,1966.0,Unprovoked,new britain,9.0,A pack of 6 sharks,Aug,Y,F,Unspecified,joven
1386,1966.08.00.b,1966.0,Invalid,usa,26.0,Invalid,Aug,,M,Unspecified,joven
1387,1966.08.00.a,1966.0,Unprovoked,usa,8.0,Spinner or blacktip sharks,Aug,N,M,Unspecified,joven
1388,1966.07.19,1966.0,Provoked,usa,34.0,4' shark,Jul,N,M,Unspecified,adulto
1389,1966.07.03,1966.0,Invalid,usa,46.0,Invalid,Jul,,M,Unspecified,adulto
1390,1966.06.22,1966.0,Provoked,usa,15.0,"Local authorities speculated that the water was too cold for sharks, but a 2.1 m [7'], 200-lb pregnant sandbar shark was caught next day",Jun,N,M,Unspecified,joven
1391,1966.06.11,1966.0,Provoked,usa,18.0,1.2 m [4'] hammerhead shark,Jun,N,M,Unspecified,joven
1392,1966.06.04,1966.0,Unprovoked,usa,18.0,a small shark,Jun,N,M,Unspecified,joven
1393,1966.05.16.b,1966.0,Invalid,usa,24.0,Invalid,May,,M,Unspecified,joven
1394,1966.02.27,1966.0,Unprovoked,australia,13.0,"White shark, 2.5 m [8.25'], an immature female, previously injured",Feb,N,M,White,joven
1395,1966.01.29,1966.0,Provoked,south africa,33.0,Copper shark,Jan,N,M,Unspecified,adulto
1396,1966.01.22,1966.0,Unprovoked,usa,29.0,"White shark, 3 m [10'] ",Jan,N,M,White,joven
1397,1966.01.11,1966.0,Unprovoked,south africa,16.0,1.5 m to 1.8 m [5' to 6'] Zambesi shark,Jan,N,M,Unspecified,joven
1398,1966.01.09,1966.0,Unprovoked,south africa,15.0,"1.8 m to 2 m [6' to 6'9""] shark",Jan,N,M,Unspecified,joven
1399,1966.01.05,1966.0,Unprovoked,usa,35.0,Hammerhead shark,Jan,N,M,Unspecified,adulto
1400,1966.00.00,1966.0,Invalid,usa,15.0,Shark involvement not confirmed,,,F,Unspecified,joven
1401,1965.11.03.a,1965.0,Unprovoked,australia,24.0,"Grey nurse shark, 2.4 m [8'] ",Nov,N,M,Grey,joven
1402,1965.04.25,1965.0,Invalid,usa,19.0,Invalid,Apr,,M,Unspecified,joven
1403,1965.04.10,1965.0,Unprovoked,usa,28.0,"White shark, 10' to 12' ",Apr,N,M,White,joven
1404,1965.04.04.b,1965.0,Unprovoked,palau,8.0,"Tiger shark, tooth fragment recovered",Apr,N,M,Tiger,joven
1405,1965.04.04.a,1965.0,Unprovoked,usa,17.0,Blacktip or spinner shark,Apr,N,M,Unspecified,joven
1406,1965.03.14,1965.0,Unprovoked,usa,16.0,Mako shark,Mar,N,M,Unspecified,joven
1407,1965.02.14,1965.0,Unprovoked,south africa,25.0,"1.8 m [6'], 136-kg [300-lb] shark ",Feb,N,M,Unspecified,joven
1408,1965.02.04,1965.0,Unprovoked,usa,18.0,1.2 m [4'] shark,Feb,N,M,Unspecified,joven
1409,1965.01.23,1965.0,Unprovoked,south africa,22.0,"White shark, 3.7 m [12'] ",Jan,N,M,White,joven
1410,1964.12.25,1964.0,Unprovoked,south africa,19.0,Raggedtooth shark ,Dec,N,M,Unspecified,joven
1411,1964.12.09,1964.0,Unprovoked,papua new guinea,28.0,2.1 m [7'] shark,Dec,N,M,Unspecified,joven
1412,1964.11.29,1964.0,Unprovoked,australia,25.0,"White shark, 2.4 m [8'] ",Nov,N,M,White,joven
1413,1964.10.04,1964.0,Unprovoked,australia,19.0,"Grey nurse shark, 1.8 m [6']",Oct,N,M,Grey,joven
1414,1964.09.07,1964.0,Unprovoked,taiwan,20.0,1.8 m [6'] shark,Sep,N,M,Unspecified,joven
1415,1964.08.23,1964.0,Unprovoked,mexico,19.0,1.8 to 2.4 m [6' to 8'] shark,Aug,N,M,Unspecified,joven
1416,1964.08.22,1964.0,Invalid,usa,18.0,Invalid,Aug,,M,Unspecified,joven
1417,1964.08.08,1964.0,Unprovoked,usa,28.0,Hammerhead shark,Aug,N,M,Unspecified,joven
1418,1964.06.28,1964.0,Invalid,usa,29.0,Shark involvement prior to death was not confirmed,Jun,,F,Unspecified,joven
1419,1964.06.02,1964.0,Invalid,south africa,40.0,Shark involvement prior to death was not confirmed,Jun,,M,Unspecified,adulto
1420,1964.05.08,1964.0,Unprovoked,fiji,35.0,Tiger shark,May,Y,M,Tiger,adulto
1421,1964.03.05,1964.0,Unprovoked,usa,38.0,1.7 m [5.5'] shark,Mar,N,M,Unspecified,adulto
1422,1964.02.10,1964.0,Unprovoked,new zealand,26.0,"White shark, 3 m [10'] ",Feb,N,M,White,joven
1423,1964.02.08,1964.0,Unprovoked,south africa,25.0,"White shark, 1.5 m [5'] k",Feb,N,M,White,joven
1424,1964.02.05.a,1964.0,Unprovoked,new zealand,19.0,"White shark, 3 m to 3.7 m [10' to 12'] ",Feb,Y,M,White,joven
1425,1964.02.02,1964.0,Invalid,australia,23.0,Shark involvement prior to death was not confirmed,Feb,,M,Unspecified,joven
1426,1964.01.11,1964.0,Unprovoked,usa,21.0,White shark (tooth fragment recovered),Jan,N,M,White,joven
1427,1963.12.29,1963.0,Unprovoked,south africa,20.0,"Zambesi shark, 1.8 m [6'] ",Dec,N,F,Unspecified,joven
1428,1963.12.26.b,1963.0,Unprovoked,south africa,24.0,1.8 m [6']  shark,Dec,N,M,Unspecified,joven
1429,1963.12.22.a,1963.0,Provoked,south africa,13.0,"Dusky shark, 1 m ",Dec,N,M,Unspecified,joven
1430,1963.12.20.a,1963.0,Unprovoked,south africa,15.0,300- to 400-lb Zambesi shark,Dec,Y,M,Unspecified,joven
1431,1963.12.08,1963.0,Unprovoked,australia,23.0,White shark,Dec,N,M,White,joven
1432,1963.11.30.b,1963.0,Unprovoked,new zealand,20.0,Possibly a broadnose 7-gill shark,Nov,N,M,Unspecified,joven
1433,1963.11.30.a,1963.0,Provoked,papua new guinea,18.0,Tiger shark,Nov,N,F,Tiger,joven
1434,1963.11.28,1963.0,Unprovoked,fiji,21.0,>1.2 m [4'] tiger shark,Nov,N,F,Tiger,joven
1435,1963.11.04,1963.0,Unprovoked,palau,35.0,Dooley believed his Injury was caused by stingray (Dasyatidae family),Nov,N,M,Unspecified,adulto
1436,1963.10.16,1963.0,Unprovoked,usa,28.0,500-lb shark,Oct,N,M,Unspecified,joven
1437,1963.09.22,1963.0,Unprovoked,solomon islands,30.0,5.5 m [18'] shark,Sep,Y,M,Unspecified,joven
1438,1963.09.13,1963.0,Provoked,australia,18.0,1.5 m [5'] shark,Sep,N,M,Unspecified,joven
1439,1963.09.10,1963.0,Provoked,usa,16.0,"Nurse shark, 1.2 m [4'] ",Sep,N,M,Unspecified,joven
1440,1963.07.28,1963.0,Unprovoked,federated states of micronesia,26.0,Tiger shark,Jul,N,M,Tiger,joven
1441,1963.06.01.b,1963.0,Unprovoked,greece,42.0,"White shark, 3 m ",Jun,Y,F,White,adulto
1442,1963.06.01.a,1963.0,Provoked,papua new guinea,30.0,1.8 m [6'] shark,Jun,N,M,Unspecified,joven
1443,1963.04.20,1963.0,Unprovoked,usa,25.0,"Hand found in gut of 2.9 m to 3.3 m [9'7"" to 10'11""] Galapagos shark, C. galapagensis",Apr,Y,M,Unspecified,joven
1444,1963.04.12,1963.0,Unprovoked,usa,15.0,3.7 to 4.5 m [12' to 15'] shark seen in vicinity,Apr,N,M,Unspecified,joven
1445,1963.02.24,1963.0,Unprovoked,australia,18.0,"Bronze whaler shark, 3 m [10'] ",Feb,N,M,Unspecified,joven
1446,1963.02.08,1963.0,Unprovoked,fiji,28.0,"White shark, 2.1 m [7'] ",Feb,N,M,White,joven
1447,1963.01.28,1963.0,Unprovoked,australia,32.0,"Tooth fragments of whaler shark were recovered, a bull shark, according to Edwards",Jan,Y,F,Bull,adulto
1448,1963.01.26,1963.0,Invalid,australia,25.0,Shark involvement prior to death was not confirmed,Jan,,M,Unspecified,joven
1449,1963.01.11,1963.0,Unprovoked,south africa,27.0,1 m shark,Jan,N,M,Unspecified,joven
1450,1963.01.06,1963.0,Unprovoked,south africa,24.0,"Zambesi shark, 2 m [6'9""] ",Jan,N,M,Unspecified,joven
1451,1962.12.09,1962.0,Unprovoked,australia,16.0,"White shark, 4.3 m [14'] (or bronze whaler)",Dec,Y,M,White,joven
1452,1962.11.11,1962.0,Unprovoked,usa,24.0,"White shark, 4.3 m to 4.9m [14' to 16']",Nov,N,M,White,joven
1453,1962.10.25,1962.0,Unprovoked,mexico,32.0,2.7 m [9'] shark,Oct,Y,M,Unspecified,adulto
1454,1962.09.30,1962.0,Unprovoked,british west indies,24.0," Blacktip shark, C. maculipinnis. 1.9 m to 2.1 m [6.5' to 7'] ",Sep,N,M,Unspecified,joven
1455,1962.09.02,1962.0,Unprovoked,italy,28.0,White shark,Sep,Y,M,White,joven
1456,1962.08.30.a,1962.0,Provoked,papua new guinea,49.0,"""A long thin brown-colored shark""",Aug,N,M,Unspecified,adulto
1457,1962.08.29,1962.0,Provoked,usa,39.0,"Horn shar,k Heterodontus francisci, 1.2 m [4'] ",Aug,N,M,Unspecified,adulto
1458,1962.08.19,1962.0,Unprovoked,usa,40.0,Unknown,Aug,Y,M,Unspecified,adulto
1459,1962.08.12,1962.0,Unprovoked,usa,24.0,1.8 m [6'] shark,Aug,N,M,Unspecified,joven
1460,1962.07.19,1962.0,Provoked,usa,19.0,Blue shark,Jul,N,M,Unspecified,joven
1461,1962.06.17,1962.0,Unprovoked,usa,11.0,1.8 m [6'] shark,Jun,N,M,Unspecified,joven
1462,1962.06.04,1962.0,Provoked,usa,55.0," Sevengill  shark, 1.2 m [4'] ",Jun,N,M,Unspecified,adulto
1463,1962.04.07,1962.0,Unprovoked,south africa,13.0,"Zambesi shark, 1.2 m [4'] ",Apr,N,M,Unspecified,joven
1464,1962.03.24,1962.0,Unprovoked,papua new guinea,10.0,Possibly a bronze whaler shark,Mar,Y,M,Unspecified,joven
1465,1962.02.05,1962.0,Unprovoked,south africa,13.0,"White shark, 3 m ",Feb,Y,M,White,joven
1466,1962.02.04,1962.0,Unprovoked,australia,35.0,60 cm  shark ,Feb,N,M,Unspecified,adulto
1467,1962.01.27,1962.0,Unprovoked,new zealand,18.0,1.5 m [5'] shark,Jan,N,M,Unspecified,joven
1468,1962.01.18,1962.0,Invalid,south africa,40.0,Shark involvement prior to death was not confirmed,Jan,,M,Unspecified,adulto
1469,1962.01.14.c,1962.0,Unprovoked,usa,29.0,"White shark, 4 m [13'] ",Jan,N,M,White,joven
1470,1962.01.14.a,1962.0,Unprovoked,australia,19.0,"Bronze whaler shark, 2.1 m [7'] shark",Jan,N,M,Unspecified,joven
1471,1962.01.11.b,1962.0,Unprovoked,papua new guinea,24.0,White shark,Jan,N,M,White,joven
1472,1962.01.11.a,1962.0,Unprovoked,new zealand,54.0,"36""  shark",Jan,N,F,Unspecified,adulto
1473,1962.01.01,1962.0,Unprovoked,marshall islands,57.0,1.8 m [6'] shark,Jan,N,M,Unspecified,adulto
1474,1961.12.28.c,1961.0,Unprovoked,australia,18.0,3 m [10'] shark,Dec,Y,F,Unspecified,joven
1475,1961.12.28.b,1961.0,Unprovoked,australia,24.0,3 m [10'] shark,Dec,N,M,Unspecified,joven
1476,1961.12.28.a,1961.0,Unprovoked,south africa,18.0,Zambesi shark,Dec,N,M,Unspecified,joven
1477,1961.12.27,1961.0,Provoked,australia,23.0,"Grey nurse shark, 2.4 m [8'] ",Dec,N,M,Grey,joven
1478,1961.12.18.a,1961.0,Unprovoked,australia,22.0,Next morning a 3 m [10'] shark was caught that had Andrews' leg in its gut,Dec,Y,M,Unspecified,joven
1479,1961.12.13,1961.0,Unprovoked,australia,17.0,1.8 m [6'] shark,Dec,N,M,Unspecified,joven
1480,1961.09.24.b,1961.0,Unprovoked,croatia,19.0,White shark,Sep,Y,M,White,joven
1481,1961.08.20,1961.0,Unprovoked,usa,16.0,"White shark, 4 m [13'] ",Aug,N,M,White,joven
1482,1961.08.16,1961.0,Unprovoked,usa,19.0,White shark,Aug,N,M,White,joven
1483,1961.08.02,1961.0,Unprovoked,usa,38.0,2.4 m [8'] shark,Aug,N,M,Unspecified,adulto
1484,1961.07.29,1961.0,Provoked,usa,57.0,"43"" shark",Jul,N,M,Unspecified,adulto
1485,1961.07.00.b,1961.0,Unprovoked,italy,21.0,"White shark, 4.5 m ",Jul,N,M,White,joven
1486,1961.05.21,1961.0,Unprovoked,usa,20.0,White shark,May,N,M,White,joven
1487,1961.05.15,1961.0,Unprovoked,usa,52.0,"Hammerhead shark, 500-llb ",May,N,M,Unspecified,adulto
1488,1961.04.30,1961.0,Invalid,usa,10.0,Shark involvement not confirmed,Apr,,M,Unspecified,joven
1489,1961.04.21,1961.0,Unprovoked,mozambique,37.0,Zambesi shark,Apr,N,M,Unspecified,adulto
1490,1961.04.14,1961.0,Unprovoked,australia,40.0," ""gummy"" shark (Rhizoprionodon or Loxodon) 1.2 m [4']",Apr,N,M,Unspecified,adulto
1491,1961.04.09,1961.0,Unprovoked,mozambique,38.0,Zambesi shark,Apr,Y,M,Unspecified,adulto
1492,1961.03.18,1961.0,Unprovoked,australia,24.0,3 m [10'] shark,Mar,N,M,Unspecified,joven
1493,1961.03.12,1961.0,Unprovoked,australia,21.0,"White shark, 3.7 m [12'] ",Mar,N,M,White,joven
1494,1961.03.09,1961.0,Unprovoked,north pacific ocean,33.0,"Grey reef shark, 1.8 m [6'] grey reef shark, identified by Dr. L.P. L. Schultz based on photographs; identified as C. melanopterus by Stewart",Mar,N,M,Grey,adulto
1495,1961.02.12,1961.0,Unprovoked,south africa,27.0,1.5 m [5'] shark,Feb,N,M,Unspecified,joven
1496,1961.02.01.b,1961.0,Unprovoked,south africa,14.0,"2.1 m [7'], 90-kg shark",Feb,Y,M,Unspecified,joven
1497,1961.01.22,1961.0,Unprovoked,south africa,15.0,White shark,Jan,N,M,White,joven
1498,1961.01.15,1961.0,Provoked,australia,27.0,"Wobbegong shark, 1.5 m [5'] ",Jan,N,M,Unspecified,joven
1499,1961.01.06.c,1961.0,Unprovoked,south africa,13.0,"White shark, based on bite pattern",Jan,N,M,White,joven
1500,1960.12.24,1960.0,Unprovoked,south africa,25.0,"White shark, 3 m [10'], tooth fragment from wounds identified as that of a white shark",Dec,Y,M,White,joven
1501,1960.12.20,1960.0,Unprovoked,australia,33.0,"Grey nurse shark, 1m ",Dec,N,M,Grey,adulto
1502,1960.11.27,1960.0,Unprovoked,australia,41.0,3' shark,Nov,N,M,Unspecified,adulto
1503,1960.08.10,1960.0,Provoked,usa,15.0,"Lemon shark, 1164 mm, immature male, identified by  V.G. Springer",Aug,N,M,Lemon,joven
1504,1960.07.03,1960.0,Provoked,usa,41.0,"""sand shark""",Jul,N,M,Unspecified,adulto
1505,1960.06.24,1960.0,Unprovoked,usa,39.0,"Mako shark, 1.8 m to 2.1 m [6' to 7']  with hook & wire leader caught in mouth",Jun,N,M,Unspecified,adulto
1506,1960.05.24,1960.0,Unprovoked,bermuda,25.0,"Dusky shark, 2.7 m [9'] dusky shark C. obscurus identified by S. Springer on tooth recovered",May,N,M,Unspecified,joven
1507,1960.05.19,1960.0,Unprovoked,usa,16.0,"White shark, 4 m to 5 m [13' to 16.5'] ",May,N,F,White,joven
1508,1960.04.30,1960.0,Unprovoked,south africa,16.0,"White shark, 2.1 m [7']  based on tooth pattern",Apr,N,M,White,joven
1509,1960.04.24,1960.0,Unprovoked,usa,48.0,"White shark, 4.9 m [16'] ",Apr,N,M,White,adulto
1510,1960.04.14,1960.0,Invalid,bermuda,,Questionable incident,Apr,,M,Unspecified,
1511,1960.04.12,1960.0,Unprovoked,australia,17.0,"White shark, 3.7 m [12'] ",Apr,N,M,White,joven
1512,1960.03.31,1960.0,Unprovoked,usa,42.0,"1.2 m [4'], possibly  larger shark",Mar,N,M,Unspecified,adulto
1513,1960.02.29,1960.0,Unprovoked,australia,,Two 2.1 m [7'] sharks,Feb,N,M,Unspecified,
1514,1960.02.27.a,1960.0,Invalid,usa,36.0,"According to Benjamin, the injury was inflicted by a barracuda, not a shark",Feb,,M,Unspecified,adulto
1515,1960.01.16,1960.0,Unprovoked,australia,13.0,Bull shark,Jan,Y,M,Bull,joven
1516,1959.11.29,1959.0,Unprovoked,australia,19.0,3.5 m [11.5'] shark,Nov,N,M,Unspecified,joven
1517,1959.11.28,1959.0,Unprovoked,australia,17.0,"""a small shark""",Nov,N,M,Unspecified,joven
1518,1959.11.22,1959.0,Unprovoked,australia,19.0,3 m to 4.3 m [10' to 14'] shark,Nov,N,M,Unspecified,joven
1519,1959.11.10,1959.0,Unprovoked,usa,21.0,"Blue shark, 1.5 m [5'] ",Nov,N,M,Unspecified,joven
1520,1959.10.04,1959.0,Unprovoked,usa,30.0,"White shark, 5 m [16.5'], identified by Dr. W. I. Follett on tooth marks",Oct,N,M,White,joven
1521,1959.10.00,1959.0,Unprovoked,fiji,36.0,"Tiger shark, 1.8 m [6']",Oct,N,M,Tiger,adulto
1522,1959.09.26.b,1959.0,Sea Disaster,usa,30.0,"A hammerhead shark, then 8 to 10 other sharks were said to be  involved",Sep,N,M,Unspecified,joven
1523,1959.08.20,1959.0,Invalid,philippines,10.0,Shark involvement prior to death was not confirmed,Aug,,M,Unspecified,joven
1524,1959.08.11,1959.0,Unprovoked,japan,,"Blue shark, 3 m [10']",Aug,Y,M,Unspecified,
1525,1959.07.28,1959.0,Unprovoked,usa,25.0,"Hammerhead shark, 1.8 m [6'] S. zygena identified by C. Limbaugh on description",Jul,N,M,Unspecified,joven
1526,1959.06.14.a,1959.0,Unprovoked,usa,33.0,"Reported to involve a White shark, 6 m to 7m [20' to 23'] ",Jun,Y,M,White,adulto
1527,1959.05.07,1959.0,Unprovoked,usa,18.0,"White shark, 3 m [10']; identifed by Dr. W.I. Follett on tooth marks",May,Y,M,White,joven
1528,1959.05.03,1959.0,Unprovoked,usa,19.0,"Tiger shark, 3.7 m [12']",May,N,M,Tiger,joven
1529,1959.02.01,1959.0,Unprovoked,south africa,14.0,1.8 to 2.1 m [6' to 7'] shark,Feb,N,M,Unspecified,joven
1530,1959.01.31,1959.0,Unprovoked,australia,20.0,"Grey nurse shark, 1.8 m [6']",Jan,N,M,Grey,joven
